method,function_value,error,arguments,time_duration
genetic algorithm,0.0004953188878526167,0.0004953188878526167,"[-0.00929306527405771, -0.020195778442317902, -0.0010432443498658017]",0.04346275329589844
genetic algorithm,0.000655358206777408,0.000655358206777408,"[0.0020793034281005873, -0.006789619511010869, -0.02459544207626685]",0.03598213195800781
genetic algorithm,0.010871214751587366,0.010871214751587366,"[-0.005585205426832829, -0.06908707342655163, 0.07789092705368006]",0.03497719764709473
genetic algorithm,0.0017829160397197683,0.0017829160397197683,"[-0.018802250713942925, -0.0015811433512453732, -0.03777421598806008]",0.03772735595703125
genetic algorithm,0.0009135718867038376,0.0009135718867038376,"[-0.00862319357383079, 0.028045412482416765, -0.0072572210923453895]",0.03711819648742676
genetic algorithm,0.004809700637232431,0.004809700637232431,"[0.009929347694582091, 0.028802939472855726, 0.062301680308925356]",0.03807497024536133
genetic algorithm,0.008023278996140904,0.008023278996140904,"[-0.010139346592266563, 0.06125133936312821, 0.06456582744026207]",0.03558182716369629
artificial immune recognition system,0.06862660274794607,0.06862660274794607,"[0.14407065825009024, 0.20791575841168106, -0.06812698131744321]",0.02495408058166504
artificial immune recognition system,0.06807859499642341,0.06807859499642341,"[0.17087482118920277, 0.18474580900267695, -0.06891572052824954]",0.02449798583984375
artificial immune recognition system,0.06981626529423421,0.06981626529423421,"[0.10608963074097741, 0.15088833992794698, -0.18919292908897412]",0.024838924407958984
artificial immune recognition system,0.06680574934646215,0.06680574934646215,"[0.20041407912986084, 0.061828987002446434, -0.15105337665621163]",0.02518939971923828
artificial immune recognition system,0.07251591566592626,0.07251591566592626,"[0.2439615613491486, 0.06973311402952831, 0.09019958457640852]",0.02608942985534668
artificial immune recognition system,0.06728681401776049,0.06728681401776049,"[-0.14061787005743417, 0.21038835589394195, 0.057010247697366366]",0.026739835739135742
artificial immune recognition system,0.06789882849937687,0.06789882849937687,"[-0.0673063259955383, 0.019566592211312878, -0.25096978991423524]",0.02411484718322754
artificial immune recognition system,0.07080270186371977,0.07080270186371977,"[0.12597480686756232, -0.0662112932970732, -0.2248313023987743]",0.02509760856628418
artificial immune recognition system,0.06987275804690167,0.06987275804690167,"[0.003619658858247844, -0.10972491802028073, -0.24045810130268902]",0.02509617805480957
artificial immune recognition system,0.06901436542380181,0.06901436542380181,"[0.21362416514981383, -0.0962896621479476, 0.11877450253013472]",0.03459930419921875
artificial immune recognition system,0.06672918669264932,0.06672918669264932,"[-0.057486418157517316, -0.20616307149415042, 0.1446419246697382]",0.02805638313293457
artificial immune recognition system,0.0674615249318664,0.0674615249318664,"[-0.22383187143314406, -0.1316855624565923, -0.004441948119214376]",0.02529001235961914
artificial immune recognition system,0.0736830885544242,0.0736830885544242,"[-0.06026615046168285, 0.21513971467358825, 0.1541621965110806]",0.02414679527282715
artificial immune recognition system,0.07055565020256938,0.07055565020256938,"[-0.051260079293080685, 0.05289727511191155, -0.25520566756867136]",0.024539947509765625
artificial immune recognition system,0.0682899420430364,0.0682899420430364,"[-0.01441008270546397, -0.06753571086592808, 0.2520341629963919]",0.024128437042236328
artificial immune recognition system,0.0677817582471469,0.0677817582471469,"[-0.2308771646740161, -0.024419369053050533, -0.1178184514169367]",0.02611088752746582
artificial immune recognition system,0.06717337147733103,0.06717337147733103,"[-0.20061101836845258, 0.11793759654856571, -0.11410220903580769]",0.02616095542907715
artificial immune recognition system,0.06682414482946872,0.06682414482946872,"[-0.23897282220410634, 0.08953119340877413, 0.041234699999805696]",0.024786710739135742
artificial immune recognition system,0.06722849496642619,0.06722849496642619,"[-0.24743884547039002, -0.07196736870311567, -0.02869164618240716]",0.02495598793029785
artificial immune recognition system,0.07500233327355424,0.07500233327355424,"[-0.20295430435639444, 0.004591240947452724, -0.18382275191969216]",0.025411128997802734
artificial immune recognition system,0.06706210937392167,0.06706210937392167,"[-0.06376447554558431, -0.2357036103687123, -0.086255487312243]",0.02449655532836914
artificial immune recognition system,0.06781488302593144,0.06781488302593144,"[-0.14740539205879571, 0.07935908806819747, -0.19947097171996794]",0.02588653564453125
artificial immune recognition system,0.07124803974918402,0.07124803974918402,"[-0.1576295073764189, -0.008287710933759629, 0.21524937166210256]",0.02449345588684082
artificial immune recognition system,0.07480195168444782,0.07480195168444782,"[0.15642350309237865, 0.005074610617746278, -0.22429419897053665]",0.0257110595703125
artificial immune recognition system,0.06919400401879959,0.06919400401879959,"[-0.06572101788132163, -0.1325515228962043, 0.2174967714825662]",0.024916648864746094
artificial immune recognition system,0.06687600586983307,0.06687600586983307,"[-0.051633462695488574, 0.11006962351863131, 0.22824256697288833]",0.026110172271728516
artificial immune recognition system,0.06744698530252426,0.06744698530252426,"[0.020202852461923743, 0.2439807051996875, -0.08667321123155164]",0.0330965518951416
artificial immune recognition system,0.07091046950114949,0.07091046950114949,"[-0.21048277306075563, -0.10296080122940279, 0.1265169757621614]",0.024102449417114258
artificial immune recognition system,0.07407738913604228,0.07407738913604228,"[0.11837579987269226, -0.09608563816827656, -0.22545977308233422]",0.025026798248291016
artificial immune recognition system,0.06932258171520633,0.06932258171520633,"[-0.2327978539930751, 0.11815734238296158, 0.034155282642964815]",0.025222063064575195
artificial immune recognition system,0.066948980233327,0.066948980233327,"[-0.23897283859860705, -0.07211227895849597, -0.06812328433702512]",0.026160717010498047
artificial immune recognition system,0.06675645447055528,0.06675645447055528,"[0.048369969200873844, -0.23228080571961077, -0.10228601001266122]",0.025569677352905273
artificial immune recognition system,0.06704235996080675,0.06704235996080675,"[0.19637817423406717, -0.07721461695383201, 0.1500529092486184]",0.025649070739746094
artificial immune recognition system,0.07382330712190369,0.07382330712190369,"[0.24207499933640753, -0.11075200617315373, -0.05437825803392105]",0.025580406188964844
artificial immune recognition system,0.07052659111850501,0.07052659111850501,"[0.08339807806425589, -0.03556247299486179, 0.2496130249169362]",0.025904417037963867
artificial immune recognition system,0.07361732520778055,0.07361732520778055,"[-0.2273500020340639, 0.019252282362940867, 0.1468286464103966]",0.02658534049987793
artificial immune recognition system,0.06674739980258083,0.06674739980258083,"[-0.05852942183818874, -0.22285429966612147, -0.11686602458452466]",0.02469921112060547
artificial immune recognition system,0.0685190713885808,0.0685190713885808,"[0.0008440910498262871, -0.2373534303507122, 0.11037077511565277]",0.024700641632080078
artificial immune recognition system,0.07003191288287623,0.07003191288287623,"[0.022756810563487773, 0.2636466696588988, 0.0021151911557176287]",0.025087833404541016
artificial immune recognition system,0.07017308056682964,0.07017308056682964,"[-0.11275576101128541, 0.15673185578110538, -0.18136798038520008]",0.027083396911621094
artificial immune recognition system,0.0669928276734951,0.0669928276734951,"[0.08586769856675525, -0.23895251108918272, 0.050212184383055525]",0.025806188583374023
artificial immune recognition system,0.06676665751123503,0.06676665751123503,"[0.07129030872311445, 0.09570640838231206, 0.22918253159426477]",0.025049924850463867
artificial immune recognition system,0.06727672681396546,0.06727672681396546,"[-0.0721249169568922, 0.16555394173703228, 0.18618972996182737]",0.032362937927246094
artificial immune recognition system,0.07096223303546209,0.07096223303546209,"[-0.24863513318517988, 0.07871514899310914, 0.05428378119146268]",0.024230003356933594
artificial immune recognition system,0.06719999635341647,0.06719999635341647,"[-0.09444619281780653, -0.06028824237902444, 0.23376321534083627]",0.024425268173217773
artificial immune recognition system,0.06906759978664345,0.06906759978664345,"[-0.0957116786448926, 0.19205267556123334, 0.15173214612399016]",0.024239301681518555
artificial immune recognition system,0.07033565371547955,0.07033565371547955,"[-0.09674179877155059, 0.09965772631243576, 0.2259314402029076]",0.024571895599365234
artificial immune recognition system,0.07720928395363352,0.07720928395363352,"[0.06016066591863855, -0.2338830359624401, 0.1374361805306428]",0.02857685089111328
artificial immune recognition system,0.06916002247917567,0.06916002247917567,"[0.25540307493522185, 0.012669784015411661, -0.0613902953715971]",0.02585577964782715
artificial immune recognition system,0.06772182983806453,0.06772182983806453,"[-0.1892428743660164, -0.1770331562910002, -0.023837489662272587]",0.022883892059326172
artificial immune recognition system,0.07115043257158217,0.07115043257158217,"[0.1835317935324349, 0.10685425325009956, -0.16139604052365547]",0.024573564529418945
artificial immune recognition system,0.06981044899217559,0.06981044899217559,"[-0.23140111689416457, 0.11119343588754985, -0.062449915194739164]",0.02421259880065918
artificial immune recognition system,0.07047891828741575,0.07047891828741575,"[0.1868525154471464, 0.18595904294080573, 0.031373398079093]",0.02460789680480957
artificial immune recognition system,0.07070106522928368,0.07070106522928368,"[-0.11886821474906761, -0.22961229588370652, 0.06204519587096528]",0.028031587600708008
artificial immune recognition system,0.06703263259636869,0.06703263259636869,"[-0.2579455518964756, 0.020860028799369365, -0.007847550680356728]",0.025818824768066406
artificial immune recognition system,0.06794435750100689,0.06794435750100689,"[0.005430057511386255, 0.2538342762058598, 0.05901721951665623]",0.024911165237426758
artificial immune recognition system,0.06770241821555052,0.06770241821555052,"[-0.14894134606814935, -0.042822371542312776, 0.2090098996278655]",0.025130510330200195
artificial immune recognition system,0.06765608292991628,0.06765608292991628,"[-0.08146057206148187, -0.22839364912223106, 0.09410950626777079]",0.025448083877563477
artificial immune recognition system,0.06744760098874926,0.06744760098874926,"[-0.025542518873819975, 0.24838938515183911, -0.0713995382493552]",0.025808334350585938
artificial immune recognition system,0.06802529822952283,0.06802529822952283,"[0.2269546961745445, -0.09312225158797058, -0.08857262767373304]",0.03593897819519043
artificial immune recognition system,0.06943474686777817,0.06943474686777817,"[-0.18764663684183255, 0.066014827897979, -0.17281646057979488]",0.02493429183959961
artificial immune recognition system,0.06793539529698614,0.06793539529698614,"[0.03160437226780717, 0.21440499822068168, -0.1448000541731027]",0.024306774139404297
artificial immune recognition system,0.07346314996057798,0.07346314996057798,"[-0.018805010786232312, -0.10849569064790097, -0.24766551362824546]",0.024057865142822266
artificial immune recognition system,0.07339738085453623,0.07339738085453623,"[0.01711982030378148, -0.08782764247415281, -0.25571585368282285]",0.024334192276000977
artificial immune recognition system,0.0695695533135024,0.0695695533135024,"[0.12334887484743129, -0.2301691692322713, -0.037104742585027925]",0.026073694229125977
artificial immune recognition system,0.06734324346531724,0.06734324346531724,"[0.20514437091387905, -0.12051986920129637, 0.10360497900858082]",0.026059865951538086
artificial immune recognition system,0.06720494574789682,0.06720494574789682,"[-0.22457341556032262, 0.03949820400750226, 0.12333539091294596]",0.02512979507446289
artificial immune recognition system,0.06899473023811323,0.06899473023811323,"[0.16651097942363177, 0.1812197140346779, 0.09180544218446784]",0.024101734161376953
artificial immune recognition system,0.06980379960679302,0.06980379960679302,"[0.24883884943887236, 0.015819151706986515, -0.08736578881920874]",0.026100635528564453
artificial immune recognition system,0.06701090099639165,0.06701090099639165,"[-0.09604188182423351, -0.12176182833454381, -0.20727015002812318]",0.02455615997314453
artificial immune recognition system,0.06876868948447698,0.06876868948447698,"[-0.08917568671485548, 0.11672078741440584, -0.2172386801855784]",0.02547311782836914
artificial immune recognition system,0.06832423633806267,0.06832423633806267,"[-0.17832694087855033, -0.04343572816194427, 0.1861103866365399]",0.02805495262145996
artificial immune recognition system,0.06768158330954951,0.06768158330954951,"[0.13866890380646374, -0.17204124090155987, -0.13731106967653656]",0.0240633487701416
artificial immune recognition system,0.06708991661117666,0.06708991661117666,"[0.10008578650710659, -0.09037531739849977, -0.22114487096822066]",0.02503800392150879
artificial immune recognition system,0.0671967888988663,0.0671967888988663,"[0.21762636683649692, 0.12574737859000978, 0.0634283070415215]",0.0257568359375
artificial immune recognition system,0.0725167093535741,0.0725167093535741,"[-0.25905058106820417, -0.019029512788653752, 0.07104493961448868]",0.025110960006713867
artificial immune recognition system,0.07136540249648424,0.07136540249648424,"[-0.1722693538169956, -0.2031446421757538, -0.020516495491286445]",0.03268146514892578
artificial immune recognition system,0.0675344559528872,0.0675344559528872,"[0.11708640687412156, 0.22117332378878268, -0.07005419418148467]",0.02708601951599121
artificial immune recognition system,0.07223715450122518,0.07223715450122518,"[-0.19112422890345482, 0.17745316739205097, 0.06495426860348541]",0.025773286819458008
artificial immune recognition system,0.07267820345881404,0.07267820345881404,"[-0.2370492421820698, -0.03017487666215088, 0.12480119013112195]",0.02469182014465332
artificial immune recognition system,0.07003203959010537,0.07003203959010537,"[0.209833597151092, 0.05374758871836709, 0.15202992404030158]",0.02506732940673828
artificial immune recognition system,0.06792517623365685,0.06792517623365685,"[-0.0615677474045124, 0.15005413365328754, -0.2040057491512245]",0.025124311447143555
artificial immune recognition system,0.06775384906675798,0.06775384906675798,"[0.03920702551709873, -0.14844563455298504, -0.21019170249803193]",0.02725839614868164
artificial immune recognition system,0.06911015719099546,0.06911015719099546,"[-0.05574391167296666, 0.24744090294450488, 0.06910696818990156]",0.02603912353515625
artificial immune recognition system,0.06854940244867418,0.06854940244867418,"[-0.21253543054902907, -0.12150573834580669, -0.09281405474955493]",0.02536916732788086
artificial immune recognition system,0.07102797734241321,0.07102797734241321,"[-0.21725369940208392, -0.14576428703866995, 0.05080925174247716]",0.024998188018798828
artificial immune recognition system,0.06676315309646133,0.06676315309646133,"[0.15195819848451647, 0.13057272122082414, -0.1631644062986489]",0.0248565673828125
artificial immune recognition system,0.06668180380721181,0.06668180380721181,"[-0.14369143459573974, -0.12770648989110162, 0.17241121735758383]",0.024056673049926758
artificial immune recognition system,0.0674730038922833,0.0674730038922833,"[0.03267763021300296, -0.08858237507413891, -0.24198830385407086]",0.025632858276367188
artificial immune recognition system,0.06689190173898231,0.06689190173898231,"[-0.015908949152674434, 0.004571212711843076, 0.25810445771079393]",0.025834321975708008
artificial immune recognition system,0.07247349162310915,0.07247349162310915,"[-0.004522549033795287, 0.26325754431731496, 0.05611152763348204]",0.024322986602783203
artificial immune recognition system,0.06956956844785504,0.06956956844785504,"[-0.01911405128945734, -0.04718419370886734, 0.258800837238219]",0.024960756301879883
artificial immune recognition system,0.07168002382955459,0.07168002382955459,"[0.1813150123482286, -0.17870015103409523, -0.0828923768938245]",0.03312492370605469
artificial immune recognition system,0.06756662189694301,0.06756662189694301,"[-0.17816279820257866, 0.0005710034160053001, 0.1892731179768251]",0.02618265151977539
artificial immune recognition system,0.07650749211281055,0.07650749211281055,"[0.14571040412159852, -0.006418767102367162, -0.23502078561781842]",0.024631261825561523
artificial immune recognition system,0.06764841752314459,0.06764841752314459,"[-0.16543991556999416, -0.16185288737003006, 0.11866631665861273]",0.026571273803710938
artificial immune recognition system,0.0691433332481046,0.0691433332481046,"[-0.23824328373358555, -0.03391796470244379, -0.10598604943286932]",0.026600360870361328
artificial immune recognition system,0.06914468417667324,0.06914468417667324,"[0.24204081009465608, -0.10159145943056232, 0.015495347565133447]",0.02506256103515625
artificial immune recognition system,0.06904757693094563,0.06904757693094563,"[-0.1111380590152029, 0.1661360468934911, 0.17057175232693902]",0.025080442428588867
artificial immune recognition system,0.06994356506188466,0.06994356506188466,"[-0.2559897505771688, -0.06330017438098967, 0.020146974578330118]",0.025089263916015625
colonal selection algorithm,9.197091095132438e-06,9.197091095132438e-06,"[-0.00015259021896696368, 0.002288853284504455, -0.0019836728465705278]",1.8918099403381348
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9055752754211426
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.8754003047943115
colonal selection algorithm,0.0009954977968921201,0.0009954977968921201,"[0.005340657663843729, 0.012359807736324058, -0.028534370946822207]",1.8664641380310059
colonal selection algorithm,0.0046363351142684976,0.0046363351142684976,"[0.05813687342641316, -0.03494316014343468, 0.005951018539711583]",1.8560738563537598
colonal selection algorithm,7.569555227917863e-05,7.569555227917863e-05,"[-0.00747692072938122, 0.0016784924086366004, -0.004119935912108019]",1.8952488899230957
colonal selection algorithm,3.527491901044467e-05,3.527491901044467e-05,"[-0.0019836728465705278, -0.005340657663843729, 0.0016784924086366004]",1.8857226371765137
colonal selection algorithm,0.00019043799510655245,0.00019043799510655245,"[-0.006866559853513365, 0.002288853284504455, 0.011749446860456203]",1.8697054386138916
colonal selection algorithm,2.9128002430406787e-05,2.9128002430406787e-05,"[-0.00015259021896696368, 0.004730296787975874, -0.0025940337224383825]",1.874042272567749
colonal selection algorithm,0.0002312311687740766,0.0002312311687740766,"[-0.0010681315327687457, 0.001373311970702673, 0.015106431677729404]",1.8794806003570557
colonal selection algorithm,8.743057484106912e-05,8.743057484106912e-05,"[0.000457770656900891, 0.0007629510948348184, -0.009308003356984784]",1.8817055225372314
colonal selection algorithm,0.00014647822804931185,0.00014647822804931185,"[-0.004730296787975874, 0.00015259021896696368, 0.011139085984588348]",1.9171466827392578
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.893218755722046
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.904064416885376
colonal selection algorithm,2.540259844250504e-05,2.540259844250504e-05,"[0.005035477225909801, 0.00015259021896696368, 0.00015259021896696368]",1.8901143074035645
colonal selection algorithm,3.359848721588888e-05,3.359848721588888e-05,"[-0.0025940337224383825, 0.0035095750362401645, -0.003814755474174092]",1.9039459228515625
colonal selection algorithm,0.00015337022542693006,0.00015337022542693006,"[0.0007629510948348184, 0.005951018539711583, -0.010833905546654421]",1.9036788940429688
colonal selection algorithm,0.0003327484274443992,0.0003327484274443992,"[0.005951018539711583, -0.017242694743266895, -0.00015259021896696368]",1.8672680854797363
colonal selection algorithm,9.301868082292174e-05,9.301868082292174e-05,"[-0.0007629510948348184, 0.009613183794918712, -0.00015259021896696368]",1.8953821659088135
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[-0.00015259021896696368, -0.00015259021896696368, -0.00015259021896696368]",1.8937938213348389
colonal selection algorithm,0.00042774622913589375,0.00042774622913589375,"[0.006256198977645511, 0.0010681315327687457, -0.019684138246738314]",1.8878216743469238
colonal selection algorithm,2.540259844250504e-05,2.540259844250504e-05,"[0.005035477225909801, 0.00015259021896696368, 0.00015259021896696368]",1.9287447929382324
colonal selection algorithm,0.00016976200297369774,0.00016976200297369774,"[0.00015259021896696368, 0.012359807736324058, -0.004119935912108019]",1.8944892883300781
colonal selection algorithm,4.96177243638664e-05,4.96177243638664e-05,"[-0.005951018539711583, 0.0019836728465705278, 0.003204394598306237]",1.9292280673980713
colonal selection algorithm,5.725480253906498e-05,5.725480253906498e-05,"[0.005645838101777656, 0.00015259021896696368, 0.005035477225909801]",1.9620094299316406
colonal selection algorithm,0.0004316579033231906,0.0004316579033231906,"[-0.0010681315327687457, 0.006561379415579438, -0.019684138246738314]",1.8800268173217773
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9049341678619385
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.887641429901123
colonal selection algorithm,4.726606309650342e-06,4.726606309650342e-06,"[-0.001373311970702673, -0.00015259021896696368, 0.0016784924086366004]",1.867734432220459
colonal selection algorithm,1.3481305681219447e-05,1.3481305681219447e-05,"[0.0025940337224383825, 0.00015259021896696368, 0.0025940337224383825]",1.8889355659484863
colonal selection algorithm,0.0003035040061393705,0.0003035040061393705,"[0.011139085984588348, 0.009918364232852639, -0.009002822919050857]",1.8974549770355225
colonal selection algorithm,3.2667136218913445e-05,3.2667136218913445e-05,"[-0.001373311970702673, 0.004730296787975874, 0.00289921416037231]",1.8993380069732666
colonal selection algorithm,4.700994157233517e-05,4.700994157233517e-05,"[-0.00289921416037231, 0.005645838101777656, -0.0025940337224383825]",1.9229254722595215
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.8997502326965332
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9058318138122559
colonal selection algorithm,6.775578502996302e-06,6.775578502996302e-06,"[0.00015259021896696368, 0.00015259021896696368, 0.0025940337224383825]",1.904550552368164
colonal selection algorithm,4.9245183965076225e-05,4.9245183965076225e-05,"[-0.004425116350041947, 0.0010681315327687457, 0.005340657663843729]",1.8754303455352783
colonal selection algorithm,6.88035549015604e-05,6.88035549015604e-05,"[0.0007629510948348184, -0.0035095750362401645, 0.00747692072938122]",1.892876386642456
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9023492336273193
colonal selection algorithm,0.00010792029677452875,0.00010792029677452875,"[-0.00289921416037231, 0.0010681315327687457, 0.009918364232852639]",1.9367570877075195
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9426698684692383
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9183976650238037
colonal selection algorithm,0.00010046948879872525,0.00010046948879872525,"[0.005035477225909801, 0.003814755474174092, -0.0077821011673151474]",1.920961618423462
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9162888526916504
colonal selection algorithm,0.0038817545365189988,0.0038817545365189988,"[0.017547875181200823, -0.009308003356984784, -0.05905241474021494]",1.874746322631836
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9219706058502197
colonal selection algorithm,4.645113097414991e-05,4.645113097414991e-05,"[-0.00015259021896696368, 0.005645838101777656, -0.003814755474174092]",1.899031162261963
colonal selection algorithm,7.893199699366827e-06,7.893199699366827e-06,"[-0.0016784924086366004, 0.0019836728465705278, 0.0010681315327687457]",1.9389896392822266
colonal selection algorithm,4.831383296810079e-05,4.831383296810079e-05,"[0.005951018539711583, -0.0035095750362401645, 0.0007629510948348184]",1.9195139408111572
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9012975692749023
colonal selection algorithm,6.172528732454707e-05,6.172528732454707e-05,"[0.004730296787975874, -0.005951018539711583, -0.0019836728465705278]",1.894291877746582
colonal selection algorithm,3.5461189209839756e-05,3.5461189209839756e-05,"[0.00015259021896696368, 0.005951018539711583, 0.00015259021896696368]",1.8657617568969727
colonal selection algorithm,5.099146708440516e-06,5.099146708440516e-06,"[0.0010681315327687457, -0.0019836728465705278, 0.00015259021896696368]",1.8699111938476562
colonal selection algorithm,2.540259844250504e-05,2.540259844250504e-05,"[0.00015259021896696368, 0.00015259021896696368, 0.005035477225909801]",1.886305809020996
colonal selection algorithm,2.4913639169092936e-06,2.4913639169092936e-06,"[-0.00015259021896696368, -0.0007629510948348184, 0.001373311970702673]",1.8996014595031738
colonal selection algorithm,4.8127562768705696e-05,4.8127562768705696e-05,"[0.004425116350041947, 0.00015259021896696368, -0.005340657663843729]",1.8899955749511719
colonal selection algorithm,3.322594681709871e-05,3.322594681709871e-05,"[-0.003204394598306237, -0.0007629510948348184, 0.004730296787975874]",1.952695369720459
colonal selection algorithm,2.2981085850368903e-05,2.2981085850368903e-05,"[-0.0016784924086366004, 0.0007629510948348184, 0.004425116350041947]",1.9248895645141602
colonal selection algorithm,0.00029419049616961614,0.00029419049616961614,"[-0.01663233386739904, 0.002288853284504455, -0.0035095750362401645]",1.8913779258728027
colonal selection algorithm,6.2866192295842e-07,6.2866192295842e-07,"[0.00015259021896696368, 0.0007629510948348184, 0.00015259021896696368]",1.893522024154663
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9193556308746338
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.913414716720581
colonal selection algorithm,0.00021558447202488923,0.00021558447202488923,"[0.004119935912108019, -0.011749446860456203, -0.0077821011673151474]",1.9555611610412598
colonal selection algorithm,0.002983559635035888,0.002983559635035888,"[-0.04226749065384894, 0.0340276188296329, -0.006256198977645511]",1.9065062999725342
colonal selection algorithm,0.0006278004232862176,0.0006278004232862176,"[-0.019684138246738314, -0.0016784924086366004, 0.015411612115663331]",1.8957874774932861
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9085667133331299
colonal selection algorithm,2.8639043156994683e-06,2.8639043156994683e-06,"[0.00015259021896696368, 0.00015259021896696368, 0.0016784924086366004]",1.9277501106262207
colonal selection algorithm,6.638204230942426e-05,6.638204230942426e-05,"[-0.004119935912108019, -0.003204394598306237, 0.006256198977645511]",1.8988497257232666
colonal selection algorithm,2.561215241682451e-07,2.561215241682451e-07,"[0.000457770656900891, 0.00015259021896696368, 0.00015259021896696368]",1.9198548793792725
colonal selection algorithm,7.58818224785737e-05,7.58818224785737e-05,"[0.000457770656900891, -0.008087281605249075, 0.003204394598306237]",1.911247968673706
colonal selection algorithm,2.561215241682451e-07,2.561215241682451e-07,"[0.00015259021896696368, 0.00015259021896696368, 0.000457770656900891]",1.915558099746704
colonal selection algorithm,7.334389101181565e-06,7.334389101181565e-06,"[0.0007629510948348184, 0.00015259021896696368, 0.0025940337224383825]",1.9099812507629395
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9158964157104492
colonal selection algorithm,6.377425951789305e-05,6.377425951789305e-05,"[0.00015259021896696368, -0.0035095750362401645, 0.007171740291447293]",1.907531499862671
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9136652946472168
colonal selection algorithm,0.042316188669103146,0.042316188669103146,"[0.14206149385824318, -0.11947814145113256, 0.0886549172198059]",1.906355857849121
colonal selection algorithm,1.9325533187240313e-06,1.9325533187240313e-06,"[0.00015259021896696368, 0.00015259021896696368, 0.001373311970702673]",1.9094805717468262
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.916966199874878
colonal selection algorithm,9.569631493922613e-06,9.569631493922613e-06,"[0.0025940337224383825, 0.00015259021896696368, 0.0016784924086366004]",1.9114587306976318
colonal selection algorithm,0.0002424073807377818,0.0002424073807377818,"[-0.011444266422522276, 0.010528725108720494, 0.0007629510948348184]",1.9153761863708496
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9722089767456055
colonal selection algorithm,8.910700663562491e-05,8.910700663562491e-05,"[-0.001373311970702673, -0.0007629510948348184, 0.009308003356984784]",1.959186315536499
colonal selection algorithm,1.9325533187240313e-06,1.9325533187240313e-06,"[0.00015259021896696368, 0.001373311970702673, 0.00015259021896696368]",1.9472320079803467
colonal selection algorithm,9.197091095132438e-06,9.197091095132438e-06,"[-0.00289921416037231, 0.0007629510948348184, 0.000457770656900891]",1.8993165493011475
colonal selection algorithm,6.985132477315777e-08,6.985132477315777e-08,"[0.00015259021896696368, 0.00015259021896696368, 0.00015259021896696368]",1.9102487564086914
colonal selection algorithm,0.000127664937910408,0.000127664937910408,"[0.005340657663843729, 0.0025940337224383825, -0.009613183794918712]",1.8970026969909668
colonal selection algorithm,2.801038123403626e-05,2.801038123403626e-05,"[-0.004425116350041947, -0.00289921416037231, 0.00015259021896696368]",1.8641607761383057
