method,function_value,error,arguments,time_duration
tabu search,0.05688941299441047,0.05688941299441047,"[0.1693932583669877, -0.03216086990430789, -0.16480599340201074]",0.03514432907104492
tabu search,0.30975140422078407,0.30975140422078407,"[0.053529357524841004, -0.5531117534084196, -0.030877181626980388]",0.04068160057067871
tabu search,0.16125976487546145,0.16125976487546145,"[0.35697338334428785, -0.09460327277747105, 0.15773391911375612]",0.03361201286315918
tabu search,0.33026374788303436,0.33026374788303436,"[-0.2762860643771141, -0.4428365144059683, 0.24046949915282845]",0.0342249870300293
ant colony system,0.203777808432691,0.203777808432691,"[0.0820123447258112, -0.09078524976131419, 0.4345225220527027]",0.014537334442138672
ant colony system,0.457383870055485,0.457383870055485,"[-0.2700362676073613, -0.38297722837386594, -0.4876399560938811]",0.01654529571533203
ant colony system,0.6013337539818344,0.6013337539818344,"[0.11147465248600241, -0.028651910968877203, 0.7668678007536833]",0.016542673110961914
ant colony system,0.9198743132483435,0.9198743132483435,"[-0.5979097013046282, -0.530859299937191, -0.5296854783778286]",0.017066001892089844
ant colony system,1.6827575976606644,1.6827575976606644,"[0.6257098056727077, -1.1247950274176794, -0.16149607748223538]",0.016888856887817383
ant colony system,0.8691568635069318,0.8691568635069318,"[-0.40929696057846954, -0.24725704154922745, -0.800310450370656]",0.016071319580078125
ant colony system,0.8846343911488401,0.8846343911488401,"[0.9270685563817516, 0.0016783820109456116, 0.15866778485540323]",0.016034364700317383
ant colony system,0.3018755452694025,0.3018755452694025,"[0.10094140432395271, 0.4691938477322175, 0.26747618849674737]",0.017081022262573242
ant colony system,1.0503116873780423,1.0503116873780423,"[0.650099348025492, 0.44066527425686886, -0.6584046181027219]",0.01682424545288086
ant colony system,1.701576950468283,1.701576950468283,"[0.9526000372565058, 0.23673805942933157, 0.8591188571465658]",0.02021622657775879
ant colony system,0.18638929200643745,0.18638929200643745,"[-0.14613864650454111, 0.2073951545779238, -0.3493136668695591]",0.01605844497680664
ant colony system,0.7092199760650049,0.7092199760650049,"[-0.7200955419400419, 0.39683261108054424, -0.1822258634938514]",0.017037153244018555
ant colony system,0.5676717977924989,0.5676717977924989,"[-0.5939634543807966, -0.3744294431526214, -0.27327971888332314]",0.024653911590576172
ant colony system,1.318759187602386,1.318759187602386,"[-0.9296529452843636, 0.49179444869381683, 0.46113209513157827]",0.017066001892089844
ant colony system,0.5140405080016579,0.5140405080016579,"[-0.6574920609280106, -0.08200062577412837, 0.2738988776737621]",0.0171358585357666
ant colony system,1.1293126435195757,1.1293126435195757,"[-0.8789847048647985, 0.4008080610472309, 0.4427769532539809]",0.01766657829284668
ant colony system,1.1969226416920482,1.1969226416920482,"[-0.45908209033043335, 0.39817237328375654, 0.9097389939886433]",0.017194271087646484
ant colony system,2.836253809205682,2.836253809205682,"[-1.2965537269974003, -0.6403192352584437, -0.8632459204495984]",0.0170590877532959
ant colony system,0.9129206443105358,0.9129206443105358,"[-0.3096040989055808, -0.59800966931342, -0.6778276931927856]",0.015769243240356445
ant colony system,2.037771778814627,2.037771778814627,"[-1.1165506172078388, -0.5594023715852536, 0.6914878774730724]",0.01557302474975586
ant colony system,2.5760387674602736,2.5760387674602736,"[-0.5673938460044532, 1.2351792141430593, 0.8534842118782766]",0.016718626022338867
ant colony system,1.3179799655347184,1.3179799655347184,"[-0.6394038539167628, -0.47379292422902175, -0.8274436186723673]",0.01879715919494629
ant colony system,1.2612699853559537,1.2612699853559537,"[-1.0073160729683046, 0.42368199706519505, -0.25899397649079603]",0.01705455780029297
ant colony system,1.0452864049971184,1.0452864049971184,"[0.8936347047750033, -0.33073453397125263, -0.37056455234901975]",0.01619100570678711
ant colony system,2.7246410452643564,2.7246410452643564,"[0.6183145190661872, 1.530446797091276, -0.007797566887223439]",0.015547037124633789
ant colony system,0.8055766222935404,0.8055766222935404,"[0.5021436290797645, 0.6867065246214654, -0.2861163174487835]",0.015571117401123047
ant colony system,0.6703408244795768,0.6703408244795768,"[0.08271941548174766, 0.32132937877695333, -0.7484956600520487]",0.01607823371887207
ant colony system,2.4600235360381664,2.4600235360381664,"[0.9906752075026599, -0.0071230586333204116, 1.2159504230491613]",0.016050100326538086
ant colony system,2.6113364899184095,2.6113364899184095,"[-0.5037967717957201, -0.8032280763545039, -1.3085679042382417]",0.016611099243164062
ant colony system,0.06315942279616255,0.06315942279616255,"[-0.05175956939355508, 0.24010752431068028, -0.053185961886125455]",0.024739503860473633
ant colony system,1.7652410915302275,1.7652410915302275,"[-0.9636138608113001, 0.8837106662624539, -0.2361035305041792]",0.01668548583984375
ant colony system,1.0948739342738771,1.0948739342738771,"[-0.9109299721314184, 0.33758767035003245, 0.3887352376286053]",0.01625990867614746
ant colony system,0.24128159415328454,0.24128159415328454,"[0.29494334910931386, 0.3644212973370422, -0.14658490037058058]",0.016648530960083008
ant colony system,1.1586200714162516,1.1586200714162516,"[-0.027997732762031546, 1.052860872801256, 0.22208147356457886]",0.020680665969848633
ant colony system,1.6659382164809118,1.6659382164809118,"[0.23662901708886963, 1.2485216380840711, 0.2261385504250324]",0.017672300338745117
ant colony system,0.5786646840499143,0.5786646840499143,"[0.1500768590646473, -0.27400804545353274, 0.693585763586551]",0.017098426818847656
ant colony system,2.6842553912568006,2.6842553912568006,"[-0.8283185687278571, -0.10224169176153097, 1.4098547359296187]",0.016724109649658203
ant colony system,0.2493780038384996,0.2493780038384996,"[-0.31643089272230185, -0.33321101634232697, -0.19549913697400356]",0.018108844757080078
ant colony system,1.4132920313812047,1.4132920313812047,"[0.7840368871286767, -0.32134512086015476, 0.8338558054616829]",0.017545700073242188
ant colony system,0.54937375437473,0.54937375437473,"[0.138918653547206, 0.5707093597857558, 0.4520687876023892]",0.021118879318237305
ant colony system,0.6385041761490514,0.6385041761490514,"[0.04008227362517225, -0.19756893936780706, 0.7732167236209833]",0.01755046844482422
ant colony system,0.9832503828740313,0.9832503828740313,"[0.46514735549617114, -0.6675034414603314, 0.5668575448801612]",0.01737070083618164
ant colony system,4.877535839019513,4.877535839019513,"[0.9375154134250163, 1.1583304429045072, 1.6299911882125873]",0.01664113998413086
ant colony system,1.2072690978161087,1.2072690978161087,"[-0.11583242461265542, 0.6571725137671862, -0.8729125009835634]",0.016547679901123047
ant colony system,1.0872215315720464,1.0872215315720464,"[0.7274045095129562, 0.18511470449301903, -0.7237656784434616]",0.01668381690979004
ant colony system,0.8283607178523353,0.8283607178523353,"[0.8097415989951919, -0.41449558801636854, 0.029540958413869944]",0.016076087951660156
ant colony system,0.8020278126417449,0.8020278126417449,"[0.8859162858277223, -0.0445285519996812, 0.12327755352768044]",0.029103517532348633
ant colony system,1.6142922731359453,1.6142922731359453,"[-1.0666759295392918, 0.12659339062167696, -0.6785785495639693]",0.015032768249511719
ant colony system,0.8486245804305539,0.8486245804305539,"[0.4772314268798983, 0.5916596119800595, 0.520397587600419]",0.016049861907958984
ant colony system,1.447761592593619,1.447761592593619,"[0.9188745639647031, -0.27832009433941884, -0.7252372393770141]",0.015703439712524414
ant colony system,1.3887725541050593,1.3887725541050593,"[-0.8280692672174421, -0.5521756771717641, 0.6310117782854228]",0.01553797721862793
ant colony system,1.952430227473011,1.952430227473011,"[-0.5601700042405167, 1.2666217723051965, 0.1852271031588888]",0.017051219940185547
ant colony system,2.255424708122343,2.255424708122343,"[0.38865497213020284, -1.4231605933658145, 0.2810443848424615]",0.016203641891479492
ant colony system,0.7023020854629076,0.7023020854629076,"[0.48237953858657434, 0.3254930063414605, 0.6030475678076392]",0.016048431396484375
ant colony system,1.3046341398465209,1.3046341398465209,"[0.25958617016903496, -0.2106439267513327, 1.092189679600697]",0.0160677433013916
ant colony system,3.674785452886069,3.674785452886069,"[-0.5915593451223238, -0.4067742480341341, -1.7774638407632324]",0.015686750411987305
ant colony system,1.0406593171362681,1.0406593171362681,"[-0.8456768535167818, 0.545742271369571, -0.16629897715441722]",0.016000032424926758
ant colony system,2.556846034959989,2.556846034959989,"[-0.8392387237623744, -1.356001783599389, 0.11740341721162117]",0.01617121696472168
ant colony system,0.6030782238117277,0.6030782238117277,"[0.7579000044043234, 0.1322925066692644, 0.10566219671584065]",0.01759028434753418
ant colony system,4.189798337457351,4.189798337457351,"[-0.7247961011467154, -0.5874850768758044, 1.8219029155441024]",0.016721010208129883
ant colony system,2.1572495570730146,2.1572495570730146,"[0.8286053983010397, 0.8359566634293802, 0.8785437427057392]",0.01618790626525879
ant colony system,0.47618779451904136,0.47618779451904136,"[0.0764959694253946, 0.08245924287054684, 0.680835247652416]",0.015126228332519531
ant colony system,0.24684390160976824,0.24684390160976824,"[0.10864014694428725, -0.11163964935009929, 0.47178152652968386]",0.025593280792236328
ant colony system,1.2357687752012452,1.2357687752012452,"[0.7511575272062299, -0.5029783249992583, -0.6469497268749773]",0.01616215705871582
ant colony system,0.3870702967217787,0.3870702967217787,"[-0.4532941149395029, 0.20310940430709223, -0.3746215583292152]",0.018114328384399414
ant colony system,1.758038320867437,1.758038320867437,"[-0.5877096296822781, -1.1162153155163175, -0.4082879883770332]",0.01752758026123047
ant colony system,0.1774411649346078,0.1774411649346078,"[0.09603502829958543, 0.09730393218040945, 0.398434916964284]",0.016077041625976562
ant colony system,0.8775329791098292,0.8775329791098292,"[0.6173329536387051, -0.691464356707634, -0.13531462176882236]",0.01708245277404785
ant colony system,1.6195022912597057,1.6195022912597057,"[1.1077450844495207, -0.019190426519472226, 0.6261268614806674]",0.015040159225463867
ant colony system,2.2431212996986565,2.2431212996986565,"[-1.3228227168549562, -0.5921175650022565, -0.3777011367297263]",0.016523122787475586
ant colony system,1.8117918329411287,1.8117918329411287,"[-0.15832234008570367, -0.6666001473633525, -1.158606970937976]",0.01584482192993164
ant colony system,0.47769502290572985,0.47769502290572985,"[0.5975690004979217, 0.020612381161530635, -0.3466719519841437]",0.018552064895629883
ant colony system,1.2269362617048416,1.2269362617048416,"[-0.5214294434345206, 0.9143704688684302, 0.344926431120804]",0.01758122444152832
ant colony system,1.5223400610999673,1.5223400610999673,"[-0.8860008956264132, 0.4695454386485203, 0.718936405458459]",0.0165402889251709
ant colony system,1.5949190920263936,1.5949190920263936,"[-0.37035078744883876, -1.2071274537015917, -0.02454988355023957]",0.01608109474182129
ant colony system,1.149741538725617,1.149741538725617,"[0.3989730576242856, 0.44565877288571265, -0.8899158927480428]",0.015694618225097656
ant colony system,1.7632995906658173,1.7632995906658173,"[-0.27796150325988833, 1.170137454491675, 0.5628635100688832]",0.0166165828704834
ant colony system,0.4382053482420082,0.4382053482420082,"[0.6285888887048756, -0.16541592314247566, -0.1253751554722875]",0.016591787338256836
ant colony system,1.8250937642251759,1.8250937642251759,"[0.668879068507648, 1.1450309211469527, 0.2580673275617773]",0.017600059509277344
ant colony system,0.21606237957431634,0.21606237957431634,"[-0.22253660369321437, -0.40797465733436056, -0.009824386185236733]",0.024567127227783203
ant colony system,0.9898172739479518,0.9898172739479518,"[0.2870310589452334, 0.3380357072775002, -0.8905966010232298]",0.01585102081298828
ant colony system,1.304492463825664,1.304492463825664,"[0.9682804203811699, -0.5050686408416123, 0.3344116615349044]",0.016167640686035156
ant colony system,0.8713410622609493,0.8713410622609493,"[0.5446782080222246, -0.266297352136446, -0.7097551917469609]",0.01524209976196289
ant colony system,1.1920450424009303,1.1920450424009303,"[-0.3242029971534617, 0.07261858258366871, -1.0400307690165622]",0.015603065490722656
ant colony system,2.259552398877594,2.259552398877594,"[-0.1251825386670209, 0.40777636902678793, 1.4413882765423764]",0.017050743103027344
ant colony system,0.6163930033985073,0.6163930033985073,"[-0.6937097211415395, 0.3675491982679109, -0.008210544735318237]",0.016071319580078125
ant colony system,1.3348796266381155,1.3348796266381155,"[0.09742982220335428, -0.7409268050897708, 0.8811438735433637]",0.016600608825683594
ant colony system,3.406290174054984,3.406290174054984,"[-1.6244918242020816, -0.060735482341414126, 0.8738579337285515]",0.015268564224243164
ant colony system,0.7237911174983083,0.7237911174983083,"[-0.7041898534134887, -0.17253392659587874, 0.4451289835780248]",0.015624046325683594
ant colony system,0.12988504918717805,0.12988504918717805,"[-0.21895264056936625, -0.2816183294565189, -0.051341083831562884]",0.016143321990966797
ant colony system,0.5686270316553408,0.5686270316553408,"[0.4340163916719231, 0.3529711522814001, -0.5056364000668516]",0.018222332000732422
ant colony system,0.4951901100163071,0.4951901100163071,"[0.5616158165404013, 0.0510255622698601, -0.42092062983775236]",0.017773151397705078
ant colony system,0.7111841446320171,0.7111841446320171,"[0.09146719478665588, 0.8289474190036294, -0.1251561961594323]",0.01706385612487793
ant colony system,1.6284109112648446,1.6284109112648446,"[-0.3392163997332549, -0.337309821341778, 1.1830322184299256]",0.015594959259033203
ant colony system,2.754466068683673,2.754466068683673,"[0.9889390384930294, -0.8740978126826562, -1.0061901712358114]",0.016066551208496094
ant colony system,0.7908677881417185,0.7908677881417185,"[0.3235562413668802, -0.5505533718079008, 0.6189265962981452]",0.024630069732666016
ant colony system,0.971132269366307,0.971132269366307,"[0.7992195488194405, -0.5162694614469192, 0.25660519349472466]",0.019078969955444336
ant colony system,1.356455006256901,1.356455006256901,"[-0.8606130526774525, -0.6289037445970962, -0.4693402388990826]",0.021172523498535156
ant colony system,1.5741336945844742,1.5741336945844742,"[0.42731074597576146, -0.7494106972080701, -0.9110010032202087]",0.017062902450561523
ant colony system,1.821781143294732,1.821781143294732,"[0.9457522054302565, 0.4382994637887947, 0.8574540741409962]",0.01615762710571289
bacterial foarging optimization algorithm,0.0005055644561206646,0.0005055644561206646,"[0.012675761937880278, -0.01843583679346454, 0.002238177191285176]",16.931599617004395
bacterial foarging optimization algorithm,0.00011960219908330924,0.00011960219908330924,"[-0.005491503809905748, 0.00047408049473308955, 0.009445677989091811]",16.91832661628723
bacterial foarging optimization algorithm,0.0003819108329647812,0.0003819108329647812,"[-0.019211558323573547, 0.00281412296335231, 0.0022153039727871165]",17.02426815032959
bacterial foarging optimization algorithm,0.0015266994716091773,0.0015266994716091773,"[-0.007093037796714413, 0.03502284588401751, -0.01580470033274646]",16.961356163024902
bacterial foarging optimization algorithm,0.00046994951614314417,0.00046994951614314417,"[-0.002381305982773578, 0.01098671313302739, 0.018535669194612706]",17.095343112945557
bacterial foarging optimization algorithm,0.0006398745774788061,0.0006398745774788061,"[-0.0001429122182960152, -0.024126693474076352, 0.007599790496101155]",16.79754066467285
bacterial foarging optimization algorithm,0.0013022006465485873,0.0013022006465485873,"[-0.01870546268243456, 0.021789418362517285, 0.02185240398235009]",16.740862131118774
bacterial foarging optimization algorithm,0.0011876115601074401,0.0011876115601074401,"[0.026500506663016482, -0.011065784951526651, 0.019049491072399425]",16.75918436050415
bacterial foarging optimization algorithm,0.0012220800804214186,0.0012220800804214186,"[0.021392225007266903, -0.02024103414961359, 0.01883489650128345]",17.044147729873657
bacterial foarging optimization algorithm,8.062480840862173e-05,8.062480840862173e-05,"[0.007333652410570657, -0.0002797338121472634, -0.00517340310858283]",17.161911010742188
bacterial foarging optimization algorithm,0.0001656035146968842,0.0001656035146968842,"[0.002017378711514875, -0.010682538783188512, -0.006886004863263174]",17.32583451271057
bacterial foarging optimization algorithm,0.0004950987417951444,0.0004950987417951444,"[-0.013409706301435578, 0.017597134766573735, -0.002370520346131874]",17.595744132995605
bacterial foarging optimization algorithm,0.00019525704632067102,0.00019525704632067102,"[-0.004194118492959711, -6.853908694665414e-05, -0.013328980410415678]",17.47638440132141
bacterial foarging optimization algorithm,0.0005509001398301016,0.0005509001398301016,"[0.012927668285847693, -0.014337395691967045, -0.01334970476426929]",17.647659301757812
bacterial foarging optimization algorithm,0.0011306390302646735,0.0011306390302646735,"[0.024672090979461152, 0.022285007500267726, -0.005030447065507829]",17.704610347747803
bacterial foarging optimization algorithm,0.00025416825070359345,0.00025416825070359345,"[0.00483505587142212, -0.012760355821621858, 0.008244016298468914]",17.715010404586792
bacterial foarging optimization algorithm,0.0007156253244944582,0.0007156253244944582,"[0.01986187931658771, 0.01786768322255032, 0.0013700258268943017]",17.766213417053223
bacterial foarging optimization algorithm,0.00037494414665956285,0.00037494414665956285,"[-0.007615149642253766, 0.01434614300842961, -0.010542382243465251]",17.687670946121216
bacterial foarging optimization algorithm,0.00010669716968979944,0.00010669716968979944,"[-0.006423619270280616, 0.0008668922762567061, 0.008042560720420172]",17.58561062812805
bacterial foarging optimization algorithm,0.00038869471894241567,0.00038869471894241567,"[0.008909908428439757, -0.014525523428660697, -0.009915514099766237]",17.581300973892212
bacterial foarging optimization algorithm,0.0001376907662540523,0.0001376907662540523,"[-0.006440887989452443, -0.00965233883453743, 0.0017430098062432564]",17.21173596382141
bacterial foarging optimization algorithm,0.00011086234272935962,0.00011086234272935962,"[-0.008391287175745922, -0.004813415532205621, -0.004156882627383569]",17.77502942085266
bacterial foarging optimization algorithm,0.0001825722634796148,0.0001825722634796148,"[-0.002406148065939681, 0.006634547289453896, -0.011522391124605583]",17.739564895629883
bacterial foarging optimization algorithm,0.00033944015934454433,0.00033944015934454433,"[0.0004751703570704119, 0.013519904263895197, 0.012507060452856794]",17.799508571624756
bacterial foarging optimization algorithm,0.0018591149466573333,0.0018591149466573333,"[0.017310951125096563, 0.0392312868681999, -0.0045113244692503995]",17.74309468269348
bacterial foarging optimization algorithm,0.0005987228481356623,0.0005987228481356623,"[-0.01436137835181709, -0.018799023491845562, -0.006250630026218187]",17.77204966545105
bacterial foarging optimization algorithm,0.0008045566634402422,0.0008045566634402422,"[-0.013388897828440785, 0.024571511602295232, -0.00464057065004797]",17.839958667755127
bacterial foarging optimization algorithm,0.0009309330114602733,0.0009309330114602733,"[-0.018941500090077217, -0.01667199541927101, 0.017152176379039617]",17.633147478103638
bacterial foarging optimization algorithm,0.00018561054678511182,0.00018561054678511182,"[0.0050984409982157, 0.011026458066073584, 0.006167144289697293]",17.73168969154358
bacterial foarging optimization algorithm,0.00030124367078659725,0.00030124367078659725,"[-0.006066786060787081, 0.015131802494087548, -0.005955361530517074]",17.683594942092896
bacterial foarging optimization algorithm,0.0004811542784894736,0.0004811542784894736,"[-0.007415177318220875, -0.0027487360332839527, 0.02046005557294854]",17.835524082183838
bacterial foarging optimization algorithm,0.000666850949595697,0.000666850949595697,"[-0.014640309533359708, -0.008690535612607006, -0.019416149904889053]",17.69799494743347
bacterial foarging optimization algorithm,0.0006110613163178402,0.0006110613163178402,"[-0.013129522869274934, -0.006475741210926844, 0.01991837647279844]",17.659348964691162
bacterial foarging optimization algorithm,0.00033333900019732327,0.00033333900019732327,"[0.00506247887103993, -0.00300710958183157, 0.01728200219420349]",17.76598811149597
bacterial foarging optimization algorithm,0.0008297509473473288,0.0008297509473473288,"[0.002558471952708391, 0.021930227833600893, -0.0185005479859622]",17.843519926071167
bacterial foarging optimization algorithm,0.00038221747898096493,0.00038221747898096493,"[0.005070080878733674, 0.01844344925816445, 0.0040436293506672105]",17.70419716835022
bacterial foarging optimization algorithm,0.0001466114806267427,0.0001466114806267427,"[0.007860076854483113, -0.007439009727823388, -0.005430635942291706]",17.797860860824585
bacterial foarging optimization algorithm,0.0002647683644337247,0.0002647683644337247,"[0.007708426611371499, -0.008931827648307418, 0.011205845727643923]",17.70651650428772
bacterial foarging optimization algorithm,0.0011200136323886072,0.0011200136323886072,"[0.03098017308193321, 0.012657177576764142, 0.00019586728243179558]",17.918216228485107
bacterial foarging optimization algorithm,0.00016115920776920702,0.00016115920776920702,"[0.0044433723007883015, 0.010048370154715333, 0.006359709710326442]",17.67286443710327
bacterial foarging optimization algorithm,0.0003820785692127696,0.0003820785692127696,"[-0.007604692301022984, 0.01370276449281562, -0.011682528385326643]",17.690725326538086
bacterial foarging optimization algorithm,0.0004298939361219212,0.0004298939361219212,"[-0.002778091134462937, -0.02017308945346768, -0.003901616033508512]",17.73567008972168
bacterial foarging optimization algorithm,0.0005472104391611497,0.0005472104391611497,"[0.0006663419045056934, -0.01785400117490467, -0.015099704290943983]",17.716831922531128
bacterial foarging optimization algorithm,0.0006854677390410283,0.0006854677390410283,"[0.0030332720197542296, 0.019929566102273113, 0.01670566954271306]",17.73160171508789
bacterial foarging optimization algorithm,0.00037310436095518444,0.00037310436095518444,"[0.014327432548716115, 0.012130957925788208, -0.004546305898191494]",17.73639965057373
bacterial foarging optimization algorithm,0.0014772467241372974,0.0014772467241372974,"[0.032372037864788594, -0.011192576997462289, 0.017436287126962234]",17.923428058624268
bacterial foarging optimization algorithm,7.22459752758254e-05,7.22459752758254e-05,"[-0.005983293923789674, 0.0012693151506003933, 0.005902118953886246]",17.915095567703247
bacterial foarging optimization algorithm,0.0012326437806363794,0.0012326437806363794,"[0.030524852405901914, 0.00341966679386832, 0.01700538283171531]",17.691737413406372
bacterial foarging optimization algorithm,0.000474200107275528,0.000474200107275528,"[-0.006356728730634795, 0.002515677141005049, -0.02067518985748075]",17.709296941757202
bacterial foarging optimization algorithm,0.0014715963377283218,0.0014715963377283218,"[0.0028813804502486884, 0.01112822106294295, -0.03659858850288518]",18.02522897720337
bacterial foarging optimization algorithm,0.0007216309429872433,0.0007216309429872433,"[-0.021909482004143194, 0.01379352534385566, 0.0071654867166006525]",17.918679237365723
bacterial foarging optimization algorithm,0.0007642373055953751,0.0007642373055953751,"[0.008389436512439279, 0.007500899865535676, 0.025250567554142872]",17.6886990070343
bacterial foarging optimization algorithm,0.0004253849909649777,0.0004253849909649777,"[0.005488595522564629, 0.016579206107028344, -0.010972248402917939]",17.98375129699707
bacterial foarging optimization algorithm,0.00013153196022900064,0.00013153196022900064,"[-0.007417098252147316, 0.007805066890287047, -0.003949625879135742]",17.692065954208374
bacterial foarging optimization algorithm,0.0012102546469102407,0.0012102546469102407,"[-0.029182163870693875, 0.01852931142973123, -0.003914150824156047]",17.812107801437378
bacterial foarging optimization algorithm,0.0007952980071769086,0.0007952980071769086,"[-0.020402316587401936, 0.017989676372918553, 0.007444127151116406]",17.890114545822144
bacterial foarging optimization algorithm,0.00040921595211409714,0.00040921595211409714,"[-0.007546870559312514, -0.01409138363234727, 0.012397322460962874]",17.89178204536438
bacterial foarging optimization algorithm,0.0026397178722909922,0.0026397178722909922,"[-0.0029621063211197063, 0.05036734009887777, -0.009699219030280426]",17.80220937728882
bacterial foarging optimization algorithm,0.0005320085677257981,0.0005320085677257981,"[0.006275579375339756, -0.005468922764477205, -0.0215108473804681]",17.695148706436157
bacterial foarging optimization algorithm,0.0004919321107976277,0.0004919321107976277,"[0.014359013995182357, -0.016855003805360078, -0.0012882835887653848]",17.827685117721558
bacterial foarging optimization algorithm,0.0008067415563408427,0.0008067415563408427,"[-0.020102599818644137, 0.007000093791458925, -0.018804938813595476]",18.004778146743774
bacterial foarging optimization algorithm,0.00037337778000351044,0.00037337778000351044,"[0.006152165853648167, -0.009398099816226413, 0.01572273370495605]",17.767061471939087
bacterial foarging optimization algorithm,0.0002905692322455226,0.0002905692322455226,"[-0.0014839885297141513, -0.015503157213860131, -0.006929583442858309]",17.82384467124939
bacterial foarging optimization algorithm,0.0006578944589030345,0.0006578944589030345,"[0.0003712324759120103, 0.0244899736852979, -0.007615630915773108]",17.921063899993896
bacterial foarging optimization algorithm,0.0004936257685020446,0.0004936257685020446,"[-0.02138257960940202, -0.0016804964117935334, -0.005795428332710059]",17.750504732131958
bacterial foarging optimization algorithm,0.000999110494873672,0.000999110494873672,"[0.013064893630589713, -0.02844273541931956, 0.004407930485118033]",17.802839040756226
bacterial foarging optimization algorithm,0.0007796755113754954,0.0007796755113754954,"[-0.007118399279883319, 0.018127921934878492, 0.02000955645162089]",17.689650535583496
bacterial foarging optimization algorithm,0.00011104560706027872,0.00011104560706027872,"[0.009875902525972563, -0.0027483402980835875, 0.002441061646844933]",17.878517866134644
bacterial foarging optimization algorithm,0.00029139224406081444,0.00029139224406081444,"[-0.0010763690889447064, 0.01392440390822007, -0.009815531032293892]",17.75510835647583
bacterial foarging optimization algorithm,0.0006376605867639991,0.0006376605867639991,"[0.017051976311591478, 0.0039341057741936625, -0.018204765925174053]",17.63947319984436
bacterial foarging optimization algorithm,0.0005078186890974483,0.0005078186890974483,"[-0.012542594155345643, -0.00830628355210836, -0.016778190441871607]",17.87564206123352
bacterial foarging optimization algorithm,0.0003027567515098363,0.0003027567515098363,"[0.002107019443363972, 0.008042674587888834, -0.01528504517652629]",18.008140802383423
bacterial foarging optimization algorithm,0.0003182311875358247,0.0003182311875358247,"[0.004035031332605257, -0.01187697963630357, -0.012684126473650002]",17.748687505722046
bacterial foarging optimization algorithm,0.0004372795454298654,0.0004372795454298654,"[-0.014351188434694982, -0.014532956016186569, 0.004485100374944692]",17.863112926483154
bacterial foarging optimization algorithm,0.0012337416441665892,0.0012337416441665892,"[-0.009157396347275457, -0.03130233723890246, 0.013040223145618163]",17.982892274856567
bacterial foarging optimization algorithm,0.0013760409925183462,0.0013760409925183462,"[-0.032564822555733064, -0.013052534131762761, 0.012050090338712537]",17.978393077850342
bacterial foarging optimization algorithm,0.0009241376420003865,0.0009241376420003865,"[-0.012326386448589417, -0.026035604882097753, -0.009713141486857136]",17.756956100463867
bacterial foarging optimization algorithm,0.0003946896557034219,0.0003946896557034219,"[-0.010038425300046075, 0.017143719966563067, 0.00011197726056469404]",17.825238943099976
bacterial foarging optimization algorithm,0.0007906305306025123,0.0007906305306025123,"[-0.02235536560353192, -0.003380509247654151, -0.016716468423726913]",17.992786645889282
bacterial foarging optimization algorithm,0.00025475587169443713,0.00025475587169443713,"[9.851243281161612, 1.9895770086080802, -4.14133721276563]",17.888473749160767
bacterial foarging optimization algorithm,7.26592487892901e-05,7.26592487892901e-05,"[-0.002287366345446143, 0.007238501721903559, -0.0038770216420610376]",17.792057514190674
bacterial foarging optimization algorithm,0.0010002596385664453,0.0010002596385664453,"[-0.008360006272930098, 0.0016693424058621953, 0.030456251076174903]",17.797228574752808
bacterial foarging optimization algorithm,0.00024249931522502297,0.00024249931522502297,"[-0.008229502336660033, 0.0018737537577677016, -0.013086773986402511]",18.15971350669861
bacterial foarging optimization algorithm,0.0008888043114946702,0.0008888043114946702,"[-0.028097380377620773, -0.006838830328083113, -0.007250650119379087]",17.874403953552246
bacterial foarging optimization algorithm,0.0010659742173472933,0.0010659742173472933,"[0.01415599593900444, 0.006151055444028296, -0.028770584165891955]",17.863412857055664
bacterial foarging optimization algorithm,0.0011247416460020746,0.0011247416460020746,"[-0.0009494152673366254, 0.03327499466448501, -0.00407614851676393]",17.879498958587646
bacterial foarging optimization algorithm,0.0006706124259059385,0.0006706124259059385,"[0.020126942023216216, 0.0038280195394161595, -0.015838715134311863]",17.844635725021362
bacterial foarging optimization algorithm,0.0010082542757510657,0.0010082542757510657,"[-0.009653060471646102, -0.019210377093124467, -0.023367372792459318]",17.849222421646118
bacterial foarging optimization algorithm,0.0009959867508661582,0.0009959867508661582,"[-0.022114437793107462, 0.012681035797859425, 0.018604561888266716]",17.87718105316162
bacterial foarging optimization algorithm,0.00010672758143437102,0.00010672758143437102,"[-0.003278915777769946, -0.0008906019831455975, 0.009756183724401641]",18.099754810333252
bacterial foarging optimization algorithm,0.0007240924137412756,0.0007240924137412756,"[-0.01792365532960251, 0.0122661746910869, 0.01588634482235062]",17.890109539031982
bacterial foarging optimization algorithm,0.0004956387227914224,0.0004956387227914224,"[0.004791837893249044, 0.021527779708813657, 0.003038373447263515]",17.885540008544922
bacterial foarging optimization algorithm,0.0001952488645671765,0.0001952488645671765,"[0.010206403767038855, -0.004957584254882852, -0.008154786635289069]",17.6797616481781
bacterial foarging optimization algorithm,0.0007635032985713361,0.0007635032985713361,"[0.02296529539866407, 0.008825622000285818, 0.012578032522278904]",17.440454483032227
bacterial foarging optimization algorithm,0.0005300952881924391,0.0005300952881924391,"[-0.0054480028598809654, -0.021997804796260498, 0.004063389862760713]",17.249642610549927
