method,function_value,error,arguments,time_duration,total_memory
diffrential evolution algorithm,8.706348044401593e-07,8.706348044401593e-07,"[1.9997567229873596, 0.0003981865399343643]",0.24898838996887207,0.0

diffrential evolution algorithm,9.2984127736381e-08,9.2984127736381e-08,"[-6.970153641836765e-05, 2.0001355909149185]",0.246734619140625,0.0

diffrential evolution algorithm,5.8439722901202964e-08,5.8439722901202964e-08,"[0.00011859927282510099, 1.9999766371212109]",0.24866676330566406,0.0

diffrential evolution algorithm,8.22159473650721e-08,8.22159473650721e-08,"[2.0001147803302697, 2.0000858913077315]",0.25134968757629395,0.0

diffrential evolution algorithm,4.595807370416189e-10,4.595807370416189e-10,"[1.9999900253514862, -3.924602304527196e-06]",0.24746322631835938,0.0

diffrential evolution algorithm,9.688013661228691e-07,9.688013661228691e-07,"[-0.0004746531392802076, -0.00012959788656151914]",0.2321627140045166,0.0

diffrential evolution algorithm,7.919211265394971e-11,7.919211265394971e-11,"[2.000004448099092, -1.1115133834241749e-07]",0.2343451976776123,0.0

diffrential evolution algorithm,2.0743610569154464e-09,2.0743610569154464e-09,"[-1.9652219184203062e-05, 1.1505410834383324e-05]",0.23269987106323242,0.0

diffrential evolution algorithm,8.90751204782254e-11,8.90751204782254e-11,"[2.000002601610183, -3.937045331447072e-06]",0.23509931564331055,0.0

diffrential evolution algorithm,4.7172018237278624e-14,4.7172018237278624e-14,"[3.3055633781374176e-09, -1.0854527410818093e-07]",0.23051857948303223,0.0

diffrential evolution algorithm,3.477572806057348e-14,3.477572806057348e-14,"[1.9999999067876746, 2.3227604231849297e-09]",0.24738001823425293,0.0

diffrential evolution algorithm,1.9025058150004772e-09,1.9025058150004772e-09,"[2.000012016607362, 1.819977731693805e-05]",0.24851202964782715,0.0

diffrential evolution algorithm,6.584909903686322e-10,6.584909903686322e-10,"[2.529534471910715e-06, 1.257879999930385e-05]",0.24887347221374512,0.0

diffrential evolution algorithm,3.617217112307128e-08,3.617217112307128e-08,"[4.203026353077682e-05, 8.530647545402069e-05]",0.24623489379882812,0.0

diffrential evolution algorithm,6.314735372771153e-10,6.314735372771153e-10,"[1.9999874354794605, -5.649291557142456e-08]",0.2481236457824707,0.0

diffrential evolution algorithm,1.3506907073601016e-06,1.3506907073601016e-06,"[1.9999397739060365, 1.9994218660018233]",0.25014257431030273,0.0

diffrential evolution algorithm,5.834222511106728e-07,5.834222511106728e-07,"[1.9997973630418064, -0.0003236792117402368]",0.24733519554138184,0.0

diffrential evolution algorithm,2.0224430470967446e-09,2.0224430470967446e-09,"[2.000016663945638, 1.999984902897923]",0.24784541130065918,0.0

diffrential evolution algorithm,1.259853440423521e-08,1.259853440423521e-08,"[1.9999513419520412, -2.796643163269864e-05]",0.24950098991394043,0.0

diffrential evolution algorithm,9.262014523876396e-12,9.262014523876396e-12,"[1.0629002469029124e-06, 2.0000010889199262]",0.24724173545837402,0.0

diffrential evolution algorithm,6.066574541777342e-12,6.066574541777342e-12,"[2.0000010915559967, 5.702175254502107e-07]",0.25156354904174805,0.0

diffrential evolution algorithm,1.8786462931806976e-11,1.8786462931806976e-11,"[2.1671316147830045e-06, 1.2902519215529911e-08]",0.2473912239074707,0.0

diffrential evolution algorithm,7.136855648434236e-13,7.136855648434236e-13,"[2.0000001017139337, 2.000000409970239]",0.24918413162231445,0.0

diffrential evolution algorithm,9.169473612168405e-10,9.169473612168405e-10,"[-1.5020497307722782e-05, -1.9021317471362546e-06]",0.2640681266784668,0.0

diffrential evolution algorithm,3.08751309691535e-07,3.08751309691535e-07,"[-0.0002626172979009276, 2.000090560069658]",0.23483753204345703,0.0

diffrential evolution algorithm,1.3929396996783046e-13,1.3929396996783046e-13,"[2.0000001541799737, 1.051286150660179e-07]",0.23552656173706055,0.0

diffrential evolution algorithm,5.877766720524618e-09,5.877766720524618e-09,"[-3.0882037427223626e-05, 2.2709550938496893e-05]",0.24755191802978516,0.0

diffrential evolution algorithm,4.533830845563123e-12,4.533830845563123e-12,"[1.9999992036875618, -7.066430246131768e-07]",0.23209261894226074,0.0

diffrential evolution algorithm,2.2869460631032213e-12,2.2869460631032213e-12,"[1.9999999609748669, 1.9999992448748545]",0.23333358764648438,0.0

diffrential evolution algorithm,4.953194522784377e-08,4.953194522784377e-08,"[-0.00011071827209604079, 2.000011094678179]",0.23140954971313477,0.0

diffrential evolution algorithm,2.614540106123647e-09,2.614540106123647e-09,"[-2.5556882764526338e-05, 1.9999993187676506]",0.2476201057434082,0.0

diffrential evolution algorithm,5.6257534998253357e-11,5.6257534998253357e-11,"[3.477353877806125e-06, 2.0000014044333505]",0.24972224235534668,0.0

diffrential evolution algorithm,4.878391569826883e-10,4.878391569826883e-10,"[-1.1035431046573711e-05, 4.2155311676368246e-07]",0.2450251579284668,0.0

diffrential evolution algorithm,5.149996712086623e-08,5.149996712086623e-08,"[1.9999222650727837, 2.000082656989137]",0.24668669700622559,0.0

diffrential evolution algorithm,1.0067391979806315e-10,1.0067391979806315e-10,"[2.000003006638302, 2.000004016032136]",0.24727225303649902,0.0

diffrential evolution algorithm,3.1026567118150487e-15,3.1026567118150487e-15,"[2.756835024821485e-08, 3.956041400157187e-09]",0.24700570106506348,0.0

diffrential evolution algorithm,2.0151835854904664e-08,2.0151835854904664e-08,"[-2.8345783809581842e-05, 1.9999349252099659]",0.24823498725891113,0.0

diffrential evolution algorithm,2.301938224845941e-09,2.301938224845941e-09,"[1.9999838789857436, -1.776502289858209e-05]",0.2499549388885498,0.0

diffrential evolution algorithm,7.490282152250344e-09,7.490282152250344e-09,"[-3.236811489262261e-05, 2.0000287196461595]",0.24785470962524414,0.0

diffrential evolution algorithm,5.771760797720767e-07,5.771760797720767e-07,"[0.0003470071084921279, 2.000154654997519]",0.24718236923217773,0.0

diffrential evolution algorithm,2.030964052965262e-10,2.030964052965262e-10,"[7.082470563690283e-06, 1.9999992170135477]",0.2500786781311035,0.0

diffrential evolution algorithm,8.003241862973153e-11,8.003241862973153e-11,"[2.000001207411369, -4.306992081185756e-06]",0.25004005432128906,0.0

diffrential evolution algorithm,2.4507595598263752e-09,2.4507595598263752e-09,"[-9.610462452600883e-06, -2.2810439387750197e-05]",0.246567964553833,0.0

diffrential evolution algorithm,7.717071575211024e-10,7.717071575211024e-10,"[-7.250897260302759e-06, -1.1846908219914024e-05]",0.24688148498535156,0.0

diffrential evolution algorithm,7.979714322518984e-09,7.979714322518984e-09,"[-1.534622414263475e-05, 4.194630108194812e-05]",0.2354881763458252,0.0

diffrential evolution algorithm,1.3988104213883012e-10,1.3988104213883012e-10,"[-2.8820558467598072e-06, 5.1637320203530195e-06]",0.23386859893798828,0.0

diffrential evolution algorithm,1.5976417658333838e-06,1.5976417658333838e-06,"[0.0006046549609241142, -0.00018443854882088044]",0.24696922302246094,0.0

diffrential evolution algorithm,5.7196042375236156e-08,5.7196042375236156e-08,"[2.000064505089849, 0.0001006918886916336]",0.2321162223815918,0.0

diffrential evolution algorithm,6.703270242456519e-09,6.703270242456519e-09,"[1.638799388777959e-05, 2.000037512702245]",0.23398351669311523,0.0

diffrential evolution algorithm,1.206058167881266e-10,1.206058167881266e-10,"[1.9999949910418313, 1.9999977501268207]",0.24994134902954102,0.0

diffrential evolution algorithm,2.49621244277125e-09,2.49621244277125e-09,"[2.000010484057363, -2.267432120347092e-05]",0.24803400039672852,0.0

diffrential evolution algorithm,8.73648648739865e-12,8.73648648739865e-12,"[3.3697209296247284e-07, 1.9999985610509223]",0.24817204475402832,0.0

evolution strategies algorithm,4.044555553862584e-10,4.044555553862584e-10,"[2.0000076066508456, 2.0000065766273405]",0.24808645248413086,0.046875

evolution strategies algorithm,3.6503568784787976e-11,3.6503568784787976e-11,"[-2.8272829016929735e-06, -1.0641145544861518e-06]",0.2499234676361084,0.0

evolution strategies algorithm,7.176874482303233e-13,7.176874482303233e-13,"[2.000000421755548, 2.0000000392943362]",0.24744892120361328,0.0

evolution strategies algorithm,1.421909483917157e-13,1.421909483917157e-13,"[1.999999904311444, 1.9999998375455679]",0.24712300300598145,0.0

evolution strategies algorithm,8.223404210616958e-14,8.223404210616958e-14,"[1.999999859180503, 2.000000026988564]",0.26133251190185547,0.0

evolution strategies algorithm,1.8761496248259088e-12,1.8761496248259088e-12,"[4.823502780641268e-07, 4.861849880495849e-07]",0.250885009765625,0.0

evolution strategies algorithm,1.8513231416337746e-08,1.8513231416337746e-08,"[2.0000049088104, 1.999932143358774]",0.2488093376159668,0.0

evolution strategies algorithm,1.7289556020392715e-15,1.7289556020392715e-15,"[2.000000020786976, 2.0000000003748526]",0.26042866706848145,0.0

evolution strategies algorithm,1.6564218572125283e-14,1.6564218572125283e-14,"[1.9999999708517475, 1.9999999426289774]",0.2514059543609619,0.0

evolution strategies algorithm,3.4477308091928516e-17,3.4477308091928516e-17,"[1.9999999998471536, 1.9999999970681124]",0.2515711784362793,0.0

evolution strategies algorithm,2.6149575669369274e-14,2.6149575669369274e-14,"[1.6420295578797884e-08, -7.9169232146461e-08]",0.2629420757293701,0.0

evolution strategies algorithm,2.384971506970954e-12,2.384971506970954e-12,"[2.000000323098245, -7.01320199421432e-07]",0.25026392936706543,0.0

evolution strategies algorithm,1.0026556187631486e-11,1.0026556187631486e-11,"[1.9999990782805, 2.000001287272644]",0.24732422828674316,0.0

evolution strategies algorithm,1.6636651805548575e-15,1.6636651805548575e-15,"[1.9999999982177303, 2.0000000203159987]",0.2485213279724121,0.0

evolution strategies algorithm,4.280973189854691e-11,4.280973189854691e-11,"[2.0000032687461067, 1.9999998669701482]",0.2494797706604004,0.0

evolution strategies algorithm,8.969374518020928e-12,8.969374518020928e-12,"[1.0505192829186392e-06, -1.0671236150859346e-06]",0.2519104480743408,0.0

evolution strategies algorithm,1.5864393209020353e-11,1.5864393209020353e-11,"[1.7076217487440177e-08, 1.9999980085646878]",0.24896740913391113,0.0

evolution strategies algorithm,3.6693515484470777e-13,3.6693515484470777e-13,"[1.9999998045575356, 2.3137858945777362e-07]",0.24964094161987305,0.0

evolution strategies algorithm,5.74917846912835e-12,5.74917846912835e-12,"[2.000001122613187, 1.9999995792472107]",0.26317715644836426,0.0

evolution strategies algorithm,1.814422014060659e-14,1.814422014060659e-14,"[-1.2422118452415393e-08, 1.9999999338052397]",0.24909377098083496,0.0

evolution strategies algorithm,5.1028637559880665e-08,5.1028637559880665e-08,"[0.00010271778900609733, 2.000046980796678]",0.2487473487854004,0.0

evolution strategies algorithm,2.516395715272946e-13,2.516395715272946e-13,"[-1.532651785780216e-07, 1.9854390482605073e-07]",0.2625892162322998,0.0

evolution strategies algorithm,1.434677592426738e-07,1.434677592426738e-07,"[1.9998721493602731, 2.000139715840419]",0.2504868507385254,0.0

evolution strategies algorithm,1.0674571568637682e-06,1.0674571568637682e-06,"[0.00039303906947445633, 2.0003352724255747]",0.25046586990356445,0.0

evolution strategies algorithm,4.938088253319071e-05,4.938088253319071e-05,"[-0.0029696483833237496, 1.9981273642321105]",0.2535991668701172,0.0

evolution strategies algorithm,1.0801584105614524e-13,1.0801584105614524e-13,"[-1.64286510313081e-07, 1.9999999962719497]",0.24759387969970703,0.0

evolution strategies algorithm,3.997471983924543e-11,3.997471983924543e-11,"[1.0584772045919185e-06, -2.9788052506442528e-06]",0.2482900619506836,0.0

evolution strategies algorithm,4.098978788078826e-11,4.098978788078826e-11,"[1.9999972875640062, 1.9999982999521126]",0.2505013942718506,0.0

evolution strategies algorithm,1.5066209969525035e-14,1.5066209969525035e-14,"[1.0494043389670981e-08, 6.046840305457853e-08]",0.24891400337219238,0.0

evolution strategies algorithm,6.841154479993406e-13,6.841154479993406e-13,"[2.000000317955617, 2.644486226128326e-07]",0.24732327461242676,0.0

evolution strategies algorithm,3.4484232903920713e-15,3.4484232903920713e-15,"[2.5459834895790153e-08, -1.4625410867796364e-08]",0.2628772258758545,0.0

evolution strategies algorithm,5.0636983931406555e-11,5.0636983931406555e-11,"[1.654320394232622e-06, 1.9999968499990795]",0.25127673149108887,0.0

evolution strategies algorithm,8.881521513138634e-11,8.881521513138634e-11,"[4.3475036016968296e-06, 1.8174444669476045e-06]",0.24654245376586914,0.0

evolution strategies algorithm,3.277962454950516e-12,3.277962454950516e-12,"[1.999999973248896, 2.000000904861454]",0.2478342056274414,0.0

evolution strategies algorithm,2.1250467741226195e-14,2.1250467741226195e-14,"[7.283378966139448e-08, -2.8029279709096383e-09]",0.2480013370513916,0.0

evolution strategies algorithm,5.629736974522053e-13,5.629736974522053e-13,"[3.751138321052534e-07, -5.7524002451416376e-09]",0.2469940185546875,0.0

evolution strategies algorithm,1.4460335282644558e-13,1.4460335282644558e-13,"[2.0000001145944024, 2.0000001517199926]",0.24678874015808105,0.0

evolution strategies algorithm,1.1547358225156316e-13,1.1547358225156316e-13,"[-1.5625806780537875e-07, -6.672186820150623e-08]",0.2485952377319336,0.0

evolution strategies algorithm,2.5933971586753445e-12,2.5933971586753445e-12,"[-7.970500343261817e-07, 2.0000001142804646]",0.24882793426513672,0.0

evolution strategies algorithm,2.2020761326535134e-10,2.2020761326535134e-10,"[7.357186699546174e-06, 2.000000961303556]",0.24777984619140625,0.0

evolution strategies algorithm,5.831656459782641e-11,5.831656459782641e-11,"[1.9999962565447824, -7.52154383461685e-07]",0.2489919662475586,0.0

evolution strategies algorithm,5.607626057939355e-15,5.607626057939355e-15,"[1.9999999652260398, 1.388085927778486e-08]",0.24803972244262695,0.0

evolution strategies algorithm,1.4861430492052222e-11,1.4861430492052222e-11,"[1.9999992043706694, 1.7556587101202354e-06]",0.24679923057556152,0.0

evolution strategies algorithm,2.3492212286009612e-15,2.3492212286009612e-15,"[1.9999999879904928, -2.1049395173576363e-08]",0.2485506534576416,0.0

evolution strategies algorithm,4.4097683969878193e-13,4.4097683969878193e-13,"[1.999999878960361, 2.0000003091821275]",0.24861526489257812,0.0

evolution strategies algorithm,5.352822841693016e-17,5.352822841693016e-17,"[1.9999999974346665, -2.6078959202959814e-09]",0.2453296184539795,0.0

evolution strategies algorithm,3.4245240297070235e-12,3.4245240297070235e-12,"[2.000000666721275, 2.0000006415708755]",0.24834203720092773,0.0

evolution strategies algorithm,1.9770485197942357e-13,1.9770485197942357e-13,"[-1.880143856335253e-07, 2.000000118645672]",0.24916505813598633,0.0

evolution strategies algorithm,9.936715970053215e-12,9.936715970053215e-12,"[2.0000010600368907, 1.9999988335947623]",0.2685718536376953,0.0

evolution strategies algorithm,1.0957930671193221e-12,1.0957930671193221e-12,"[2.0000005163780017, 1.9999999145489082]",0.24717378616333008,0.0

evolution strategies algorithm,5.133948141954202e-13,5.133948141954202e-13,"[2.0000003579424757, 1.9999999849719658]",0.2483835220336914,0.0

evolution strategies algorithm,7.393580377834908e-14,7.393580377834908e-14,"[-3.976420507874324e-08, -1.300106021777856e-07]",0.24985861778259277,0.0

evolution strategies algorithm,3.5928206980912293e-13,3.5928206980912293e-13,"[-2.6444133188388276e-07, 1.9999998589635375]",0.24913907051086426,0.0

evolution strategies algorithm,6.011583426396921e-10,6.011583426396921e-10,"[-1.1126619126429583e-05, 1.9999948534777479]",0.24997806549072266,0.0

evolution strategies algorithm,1.5712710050579278e-15,1.5712710050579278e-15,"[3.257703882327536e-09, -1.9550066732417754e-08]",0.2489936351776123,0.0

evolution strategies algorithm,2.121370415158974e-09,2.121370415158974e-09,"[-1.5402278957920646e-05, 1.9999828794342662]",0.24805688858032227,0.0

evolution strategies algorithm,9.209073238008074e-11,9.209073238008074e-11,"[1.9999954543058422, 2.000001536046231]",0.2489473819732666,0.0

evolution strategies algorithm,1.6266095044586218e-11,1.6266095044586218e-11,"[-1.9864523311536293e-06, 1.999999652835629]",0.2466869354248047,0.0

evolution strategies algorithm,4.180473995738259e-12,4.180473995738259e-12,"[2.000000675313619, 2.0000007675084723]",0.26323366165161133,0.0

evolution strategies algorithm,7.747743929615881e-13,7.747743929615881e-13,"[4.0580198893089896e-07, 2.0000001703478967]",0.24867796897888184,0.0

evolution strategies algorithm,3.973136241581317e-12,3.973136241581317e-12,"[1.9999995515355644, 2.0000008900354462]",0.24809718132019043,0.0

evolution strategies algorithm,1.611966142284585e-10,1.611966142284585e-10,"[3.230039911837549e-06, 5.4649970396123245e-06]",0.24804449081420898,0.0

evolution strategies algorithm,2.08648918483478e-12,2.08648918483478e-12,"[1.2370172183408411e-07, 1.999999288437956]",0.24764156341552734,0.0

evolution strategies algorithm,1.2538862328330623e-11,1.2538862328330623e-11,"[1.4313864703237883e-06, 2.0000010420413408]",0.26296186447143555,0.0

evolution strategies algorithm,3.7309709282685246e-16,3.7309709282685246e-16,"[-9.65190327499966e-09, 3.3916880404750207e-10]",0.24698615074157715,0.0

evolution strategies algorithm,1.3610610680720894e-11,1.3610610680720894e-11,"[1.999999615232559, 1.9999981959455067]",0.24845290184020996,0.0

evolution strategies algorithm,5.781040159129773e-14,5.781040159129773e-14,"[1.1426353139231442e-07, 2.000000037369068]",0.2492384910583496,0.0

evolution strategies algorithm,7.198987053070335e-13,7.198987053070335e-13,"[2.000000384178693, -1.7994817518203153e-07]",0.2623169422149658,0.0

evolution strategies algorithm,3.671465875146252e-08,3.671465875146252e-08,"[1.9999243101249082, 5.87396270096935e-05]",0.24665427207946777,0.0

evolution strategies algorithm,1.0328397301937085e-13,1.0328397301937085e-13,"[2.000000160679175, 1.7865818226180995e-09]",0.25092458724975586,0.0

evolution strategies algorithm,4.960069582114164e-12,4.960069582114164e-12,"[2.000001054178158, -3.5878209101113065e-07]",0.248823881149292,0.0

evolution strategies algorithm,3.8288590759608625e-12,3.8288590759608625e-12,"[9.286481128383487e-07, 3.0794201007294794e-07]",0.24933481216430664,0.0

evolution strategies algorithm,7.692322995734257e-15,7.692322995734257e-15,"[2.896613810659332e-08, 2.000000032924817]",0.24990081787109375,0.0

evolution strategies algorithm,5.785055422060001e-14,5.785055422060001e-14,"[5.5420481290420916e-08, 2.000000106729601]",0.25227785110473633,0.0

evolution strategies algorithm,2.0740480257993208e-14,2.0740480257993208e-14,"[-6.906770030639597e-08, 1.9999999796340353]",0.2503082752227783,0.0

evolution strategies algorithm,1.8680878540582116e-10,1.8680878540582116e-10,"[6.656391597904462e-06, 1.999998452438731]",0.24987530708312988,0.0

evolution strategies algorithm,1.383340422159289e-08,1.383340422159289e-08,"[-5.602440506374232e-05, 1.9999821269209714]",0.2482438087463379,0.0

evolution strategies algorithm,9.670722007942825e-14,9.670722007942825e-14,"[2.0000001545830877, 1.9999999832408133]",0.24768638610839844,0.0

evolution strategies algorithm,4.838397268079813e-09,4.838397268079813e-09,"[-2.770725355546544e-06, 1.999965330646852]",0.249161958694458,0.0

evolution strategies algorithm,1.2312499929241845e-11,1.2312499929241845e-11,"[1.3981122121122885e-06, 1.9999989400890847]",0.2488539218902588,0.0

evolution strategies algorithm,2.4833228402474133e-07,2.4833228402474133e-07,"[1.9999136650899632, 2.0002337033008835]",0.24816155433654785,0.0

evolution strategies algorithm,6.132934427304437e-14,6.132934427304437e-14,"[1.9999999543678255, 1.9999998848911718]",0.24784588813781738,0.0

evolution strategies algorithm,1.9325400399120564e-09,1.9325400399120564e-09,"[2.1979999233368453e-05, -1.5894213428339184e-07]",0.24828362464904785,0.0

evolution strategies algorithm,1.7705127855433114e-13,1.7705127855433114e-13,"[1.9999997918968533, 2.0000000309177772]",0.24952244758605957,0.0

evolution strategies algorithm,1.7085358969154808e-06,1.7085358969154808e-06,"[-0.00037441220437500267, 1.9994642288206084]",0.24736547470092773,0.0

evolution strategies algorithm,1.0206827543520997e-10,1.0206827543520997e-10,"[1.9999960691624519, 1.9999968273547786]",0.2451319694519043,0.0

evolution strategies algorithm,1.4000675104370076e-11,1.4000675104370076e-11,"[1.749814636667766e-06, -6.620593484499515e-07]",0.2629585266113281,0.0

evolution strategies algorithm,4.762850882974235e-12,4.762850882974235e-12,"[2.0000010653819524, 1.9999997640491152]",0.24805927276611328,0.0

evolution strategies algorithm,1.1339996991665913e-09,1.1339996991665913e-09,"[2.0000064297493485, -1.556130502367301e-05]",0.2516622543334961,0.0

evolution strategies algorithm,7.348807358045698e-13,7.348807358045698e-13,"[-4.005430661951746e-07, 2.00000015259544]",0.2471311092376709,0.0

evolution strategies algorithm,9.883177497555796e-12,9.883177497555796e-12,"[-1.4350492213408685e-06, 2.000000641424109]",0.2520313262939453,0.0

evolution strategies algorithm,3.226586068993507e-11,3.226586068993507e-11,"[2.8207512118375948e-06, 1.9999996685633492]",0.24999499320983887,0.0

